P10,P50,P90
14.243856044556443,14.983899632684013,15.73951404265023
14.249494172883887,14.98252847668324,15.749530637357351
14.251860815340008,14.983611722766227,15.751464112960576
14.242958497035476,14.980625052371604,15.752001183610325
14.246470600917542,14.980522375689828,15.750740578355833
14.249797534225664,14.980156297848332,15.748746534318562
14.252212394471288,14.97906889543044,15.750637230760136
14.249152954005806,14.97893940258005,15.754606644198251
14.247650239219757,14.979369519694194,15.747394543585557
14.242081588311828,14.979339307193234,15.748283393340483
14.247463791049231,14.980214133792378,15.75367997663575
14.23934483057722,14.977052885579567,15.755242917043793
14.235335427503214,14.982699750717476,15.755285163810761
14.236021468791217,14.984496931559125,15.749921999079218
14.239472434538518,14.986885568409573,15.75488127048161
14.240899025565216,14.98641567755368,15.744594312751136
14.239270283919781,14.989564899553182,15.742072198351424
14.240832208509762,14.987200898184538,15.745172000818677
14.23787051120484,14.990799116512537,15.743717028615123
14.237211876430836,14.98626001289011,15.739685110436666
14.240731700298062,14.986849438001666,15.734761734405168
14.243063632380531,14.988638999005314,15.732393502384566
14.241798959804425,14.99000403981782,15.739081307261065
14.239689630739353,14.989778976690936,15.73354488184956
14.237945960877386,14.991044668855546,15.744480728779571
14.244812530428057,14.989084018763204,15.739525292480412
14.237549028702698,14.99133396714975,15.73450466228649
14.240659714032736,14.990941380794293,15.738527173805846
14.241062527617233,14.987031942485363,15.740319059272071
14.24407575837872,14.98908446706805,15.740455061093316
14.244132232331605,14.990368876227908,15.738680598090902
14.243636265331908,14.988760627873436,15.746300043504606
14.23985857288823,14.983888093617225,15.737287129297993
14.243275179292235,14.985738872393846,15.734907789445671
14.24416093812198,14.988131203957234,15.740070883162623
14.245818176194948,14.9898534582081,15.750686321734204
14.251221509159166,14.991478185788383,15.743720263995042
14.247997705220689,14.987698711032534,15.743219020501531
14.253516453491931,14.989796147273523,15.74209594626263
14.250842987299302,14.99074500497765,15.737970952876724
